[Training] start  epochs=2
[Training] split_update  items_processed=317184
[Training] split_update  items_processed=317440
[Training] split_update  items_processed=317696
[Training] split_update  items_processed=317952
[Training] split_update  items_processed=318208
[Training] split_update  items_processed=318464
[Training] split_update  items_processed=318720
[Training] split_update  items_processed=318976
[Training] split_update  items_processed=319232
[Training] split_update  items_processed=319488
[Training] split_update  items_processed=319744
[Training] split_update  items_processed=320000
[Training] split_end
[Training] split_start  split=valid total_items=80000
[Training] split_update  items_processed=256
[Training] split_update  items_processed=512
[Training] split_update  items_processed=768
[Training] split_update  items_processed=1024
[Training] split_update  items_processed=1280
[Training] split_update  items_processed=1536
[Training] split_update  items_processed=1792
[Training] split_update  items_processed=2048
[Training] split_update  items_processed=2304
[Training] split_update  items_processed=2560
[Training] split_update  items_processed=2816
[Training] split_update  items_processed=3072
[Training] split_update  items_processed=3328
[Training] split_update  items_processed=3584
[Training] split_update  items_processed=3840
[Training] split_update  items_processed=4096
[Training] split_update  items_processed=4352
[Training] split_update  items_processed=4608
[Training] split_update  items_processed=4864
[Training] split_update  items_processed=5120
[Training] split_update  items_processed=5376
[Training] split_update  items_processed=5632
[Training] split_update  items_processed=5888
[Training] split_update  items_processed=6144
[Training] split_update  items_processed=6400
[Training] split_update  items_processed=6656
[Training] split_update  items_processed=6912
[Training] split_update  items_processed=7168
[Training] split_update  items_processed=7424
[Training] split_update  items_processed=7680
[Training] split_update  items_processed=7936
[Training] split_update  items_processed=8192
[Training] split_update  items_processed=8448
[Training] split_update  items_processed=8704
[Training] split_update  items_processed=8960
[Training] split_update  items_processed=9216
[Training] split_update  items_processed=9472
[Training] split_update  items_processed=9728
[Training] split_update  items_processed=9984
[Training] split_update  items_processed=10240
[Training] split_update  items_processed=10496
[Training] split_update  items_processed=10752
[Training] split_update  items_processed=11008
[Training] split_update  items_processed=11264
[Training] split_update  items_processed=11520
[Training] split_update  items_processed=11776
[Training] split_update  items_processed=12032
[Training] split_update  items_processed=12288
[Training] split_update  items_processed=12544
[Training] split_update  items_processed=12800
[Training] split_update  items_processed=13056
[Training] split_update  items_processed=13312
[Training] split_update  items_processed=13568
[Training] split_update  items_processed=13824
[Training] split_update  items_processed=14080
[Training] split_update  items_processed=14336
[Training] split_update  items_processed=14592
[Training] split_update  items_processed=14848
[Training] split_update  items_processed=15104
[Training] split_update  items_processed=15360
[Training] split_update  items_processed=15616
[Training] split_update  items_processed=15872
[Training] split_update  items_processed=16128
[Training] split_update  items_processed=16384
[Training] split_update  items_processed=16640
[Training] split_update  items_processed=16896
[Training] split_update  items_processed=17152
[Training] split_update  items_processed=17408
[Training] split_update  items_processed=17664
[Training] split_update  items_processed=17920
[Training] split_update  items_processed=18176
[Training] split_update  items_processed=18432
[Training] split_update  items_processed=18688
[Training] split_update  items_processed=18944
[Training] split_update  items_processed=19200
[Training] split_update  items_processed=19456
[Training] split_update  items_processed=19712
[Training] split_update  items_processed=19968
[Training] split_update  items_processed=20224
[Training] split_update  items_processed=20480
[Training] split_update  items_processed=20736
[Training] split_update  items_processed=20992
[Training] split_update  items_processed=21248
[Training] split_update  items_processed=21504
[Training] split_update  items_processed=21760
[Training] split_update  items_processed=22016
[Training] split_update  items_processed=22272
[Training] split_update  items_processed=22528
[Training] split_update  items_processed=22784
[Training] split_update  items_processed=23040
[Training] split_update  items_processed=23296
[Training] split_update  items_processed=23552
[Training] split_update  items_processed=23808
[Training] split_update  items_processed=24064
[Training] split_update  items_processed=24320
[Training] split_update  items_processed=24576
[Training] split_update  items_processed=24832
[Training] split_update  items_processed=25088
[Training] split_update  items_processed=25344
[Training] split_update  items_processed=25600
[Training] split_update  items_processed=25856
[Training] split_update  items_processed=26112
[Training] split_update  items_processed=26368
[Training] split_update  items_processed=26624
[Training] split_update  items_processed=26880
[Training] split_update  items_processed=27136
[Training] split_update  items_processed=27392
[Training] split_update  items_processed=27648
[Training] split_update  items_processed=27904
[Training] split_update  items_processed=28160
[Training] split_update  items_processed=28416
[Training] split_update  items_processed=28672
[Training] split_update  items_processed=28928
[Training] split_update  items_processed=29184
[Training] split_update  items_processed=29440
[Training] split_update  items_processed=29696
[Training] split_update  items_processed=29952
[Training] split_update  items_processed=30208
[Training] split_update  items_processed=30464
[Training] split_update  items_processed=30720
[Training] split_update  items_processed=30976
[Training] split_update  items_processed=31232
[Training] split_update  items_processed=31488
[Training] split_update  items_processed=31744
[Training] split_update  items_processed=32000
[Training] split_update  items_processed=32256
[Training] split_update  items_processed=32512
[Training] split_update  items_processed=32768
[Training] split_update  items_processed=33024
[Training] split_update  items_processed=33280
[Training] split_update  items_processed=33536
[Training] split_update  items_processed=33792
[Training] split_update  items_processed=34048
[Training] split_update  items_processed=34304
[Training] split_update  items_processed=34560
[Training] split_update  items_processed=34816
[Training] split_update  items_processed=35072
[Training] split_update  items_processed=35328
[Training] split_update  items_processed=35584
[Training] split_update  items_processed=35840
[Training] split_update  items_processed=36096
[Training] split_update  items_processed=36352
[Training] split_update  items_processed=36608
[Training] split_update  items_processed=36864
[Training] split_update  items_processed=37120
[Training] split_update  items_processed=37376
[Training] split_update  items_processed=37632
[Training] split_update  items_processed=37888
[Training] split_update  items_processed=38144
[Training] split_update  items_processed=38400
[Training] split_update  items_processed=38656
[Training] split_update  items_processed=38912
[Training] split_update  items_processed=39168
[Training] split_update  items_processed=39424
[Training] split_update  items_processed=39680
[Training] split_update  items_processed=39936
[Training] split_update  items_processed=40192
[Training] split_update  items_processed=40448
[Training] split_update  items_processed=40704
[Training] split_update  items_processed=40960
[Training] split_update  items_processed=41216
[Training] split_update  items_processed=41472
[Training] split_update  items_processed=41728
[Training] split_update  items_processed=41984
[Training] split_update  items_processed=42240
[Training] split_update  items_processed=42496
[Training] split_update  items_processed=42752
[Training] split_update  items_processed=43008
[Training] split_update  items_processed=43264
[Training] split_update  items_processed=43520
[Training] split_update  items_processed=43776
[Training] split_update  items_processed=44032
[Training] split_update  items_processed=44288
[Training] split_update  items_processed=44544
[Training] split_update  items_processed=44800
[Training] split_update  items_processed=45056
[Training] split_update  items_processed=45312
[Training] split_update  items_processed=45568
[Training] split_update  items_processed=45824
[Training] split_update  items_processed=46080
[Training] split_update  items_processed=46336
[Training] split_update  items_processed=46592
[Training] split_update  items_processed=46848
[Training] split_update  items_processed=47104
[Training] split_update  items_processed=47360
[Training] split_update  items_processed=47616
[Training] split_update  items_processed=47872
[Training] split_update  items_processed=48128
[Training] split_update  items_processed=48384
[Training] split_update  items_processed=48640
[Training] split_update  items_processed=48896
[Training] split_update  items_processed=49152
[Training] split_update  items_processed=49408
[Training] split_update  items_processed=49664
[Training] split_update  items_processed=49920
[Training] split_update  items_processed=50176
[Training] split_update  items_processed=50432
[Training] split_update  items_processed=50688
[Training] split_update  items_processed=50944
[Training] split_update  items_processed=51200
[Training] split_update  items_processed=51456
[Training] split_update  items_processed=51712
[Training] split_update  items_processed=51968
[Training] split_update  items_processed=52224
[Training] split_update  items_processed=52480
[Training] split_update  items_processed=52736
[Training] split_update  items_processed=52992
[Training] split_update  items_processed=53248
[Training] split_update  items_processed=53504
[Training] split_update  items_processed=53760
[Training] split_update  items_processed=54016
[Training] split_update  items_processed=54272
[Training] split_update  items_processed=54528
[Training] split_update  items_processed=54784
[Training] split_update  items_processed=55040
[Training] split_update  items_processed=55296
[Training] split_update  items_processed=55552
[Training] split_update  items_processed=55808
[Training] split_update  items_processed=56064
[Training] split_update  items_processed=56320
[Training] split_update  items_processed=56576
[Training] split_update  items_processed=56832
[Training] split_update  items_processed=57088
[Training] split_update  items_processed=57344
[Training] split_update  items_processed=57600
[Training] split_update  items_processed=57856
[Training] split_update  items_processed=58112
[Training] split_update  items_processed=58368
[Training] split_update  items_processed=58624
[Training] split_update  items_processed=58880
[Training] split_update  items_processed=59136
[Training] split_update  items_processed=59392
[Training] split_update  items_processed=59648
[Training] split_update  items_processed=59904
[Training] split_update  items_processed=60160
[Training] split_update  items_processed=60416
[Training] split_update  items_processed=60672
[Training] split_update  items_processed=60928
[Training] split_update  items_processed=61184
[Training] split_update  items_processed=61440
[Training] split_update  items_processed=61696
[Training] split_update  items_processed=61952
[Training] split_update  items_processed=62208
[Training] split_update  items_processed=62464
[Training] split_update  items_processed=62720
[Training] split_update  items_processed=62976
[Training] split_update  items_processed=63232
[Training] split_update  items_processed=63488
[Training] split_update  items_processed=63744
[Training] split_update  items_processed=64000
[Training] split_update  items_processed=64256
[Training] split_update  items_processed=64512
[Training] split_update  items_processed=64768
[Training] split_update  items_processed=65024
[Training] split_update  items_processed=65280
[Training] split_update  items_processed=65536
[Training] split_update  items_processed=65792
[Training] split_update  items_processed=66048
[Training] split_update  items_processed=66304
[Training] split_update  items_processed=66560
[Training] split_update  items_processed=66816
[Training] split_update  items_processed=67072
[Training] split_update  items_processed=67328
[Training] split_update  items_processed=67584
[Training] split_update  items_processed=67840
[Training] split_update  items_processed=68096
[Training] split_update  items_processed=68352
[Training] split_update  items_processed=68608
[Training] split_update  items_processed=68864
[Training] split_update  items_processed=69120
[Training] split_update  items_processed=69376
[Training] split_update  items_processed=69632
[Training] split_update  items_processed=69888
[Training] split_update  items_processed=70144
[Training] split_update  items_processed=70400
[Training] split_update  items_processed=70656
[Training] split_update  items_processed=70912
[Training] split_update  items_processed=71168
[Training] split_update  items_processed=71424
[Training] split_update  items_processed=71680
[Training] split_update  items_processed=71936
[Training] split_update  items_processed=72192
[Training] split_update  items_processed=72448
[Training] split_update  items_processed=72704
[Training] split_update  items_processed=72960
[Training] split_update  items_processed=73216
[Training] split_update  items_processed=73472
[Training] split_update  items_processed=73728
[Training] split_update  items_processed=73984
[Training] split_update  items_processed=74240
[Training] split_update  items_processed=74496
[Training] split_update  items_processed=74752
[Training] split_update  items_processed=75008
[Training] split_update  items_processed=75264
[Training] split_update  items_processed=75520
[Training] split_update  items_processed=75776
[Training] split_update  items_processed=76032
[Training] split_update  items_processed=76288
[Training] split_update  items_processed=76544
[Training] split_update  items_processed=76672
[Training] split_update  items_processed=76928
[Training] split_update  items_processed=77184
[Training] split_update  items_processed=77440
[Training] split_update  items_processed=77696
[Training] split_update  items_processed=77952
[Training] split_update  items_processed=78208
[Training] split_update  items_processed=78464
[Training] split_update  items_processed=78720
[Training] split_update  items_processed=78976
[Training] split_update  items_processed=79232
[Training] split_update  items_processed=79488
[Training] split_update  items_processed=79744
[Training] split_update  items_processed=80000
[Training] split_end
[Training] epoch_complete  epoch=1
[Training] split_start  split=train total_items=320000
[Training] split_update  items_processed=256
[Training] split_update  items_processed=512
[Training] split_update  items_processed=768
[Training] split_update  items_processed=1024
[Training] split_update  items_processed=1280
[Training] split_update  items_processed=1536
[Training] split_update  items_processed=1792
[Training] split_update  items_processed=2048
[Training] split_update  items_processed=2304
[Training] split_update  items_processed=2560
[Training] split_update  items_processed=2816
[Training] split_update  items_processed=3072
[Training] split_update  items_processed=3328
[Training] split_update  items_processed=3584
[Training] split_update  items_processed=3840
[Training] split_update  items_processed=4096
[Training] split_update  items_processed=4352
[Training] split_update  items_processed=4608
[Training] split_update  items_processed=4864
[Training] split_update  items_processed=5120
[Training] split_update  items_processed=5376
[Training] split_update  items_processed=5632
[Training] split_update  items_processed=5888
[Training] split_update  items_processed=6144
[Training] split_update  items_processed=6400
[Training] split_update  items_processed=6656
[Training] split_update  items_processed=6912
[Training] split_update  items_processed=7168
[Training] split_update  items_processed=7424
[Training] split_update  items_processed=7680
[Training] split_update  items_processed=7936
[Training] split_update  items_processed=8192
[Training] split_update  items_processed=8448
[Training] split_update  items_processed=8704
[Training] split_update  items_processed=8960
[Training] split_update  items_processed=9216
[Training] split_update  items_processed=9472
[Training] split_update  items_processed=9728
[Training] split_update  items_processed=9984
[Training] split_update  items_processed=10240
[Training] split_update  items_processed=10496
[Training] split_update  items_processed=10752
[Training] split_update  items_processed=11008
[Training] split_update  items_processed=11264
[Training] split_update  items_processed=11520
[Training] split_update  items_processed=11776
[Training] split_update  items_processed=12032
[Training] split_update  items_processed=12288
[Training] split_update  items_processed=12544
[Training] split_update  items_processed=12800
[Training] split_update  items_processed=13056
[Training] split_update  items_processed=13312
[Training] split_update  items_processed=13568
[Training] split_update  items_processed=13824
[Training] split_update  items_processed=14080
[Training] split_update  items_processed=14336
[Training] split_update  items_processed=14592
[Training] split_update  items_processed=14848
[Training] split_update  items_processed=15104
[Training] split_update  items_processed=15360
[Training] split_update  items_processed=15616
[Training] split_update  items_processed=15872
[Training] split_update  items_processed=16128
[Training] split_update  items_processed=16384
[Training] split_update  items_processed=16640
[Training] split_update  items_processed=16896
[Training] split_update  items_processed=17152
[Training] split_update  items_processed=17408
[Training] split_update  items_processed=17664
[Training] split_update  items_processed=17920
[Training] split_update  items_processed=18176
[Training] split_update  items_processed=18432
[Training] split_update  items_processed=18688
[Training] split_update  items_processed=18944
[Training] split_update  items_processed=19200
[Training] split_update  items_processed=19456
[Training] split_update  items_processed=19712
[Training] split_update  items_processed=19968
[Training] split_update  items_processed=20224
[Training] split_update  items_processed=20480
[Training] split_update  items_processed=20736
[Training] split_update  items_processed=20992
[Training] split_update  items_processed=21248
[Training] split_update  items_processed=21504
[Training] split_update  items_processed=21760
[Training] split_update  items_processed=22016
[Training] split_update  items_processed=22272
[Training] split_update  items_processed=22528
[Training] split_update  items_processed=22784
[Training] split_update  items_processed=23040
[Training] split_update  items_processed=23296
[Training] split_update  items_processed=23552
[Training] split_update  items_processed=23808
[Training] split_update  items_processed=24064
[Training] split_update  items_processed=24320
[Training] split_update  items_processed=24576
[Training] split_update  items_processed=24832
[Training] split_update  items_processed=25088
[Training] split_update  items_processed=25344
[Training] split_update  items_processed=25600
[Training] split_update  items_processed=25856
[Training] split_update  items_processed=26112
[Training] split_update  items_processed=26368
[Training] split_update  items_processed=26624
[Training] split_update  items_processed=26880
[Training] split_update  items_processed=27136
[Training] split_update  items_processed=27392
[Training] split_update  items_processed=27648
[Training] split_update  items_processed=27904
[Training] split_update  items_processed=28160
[Training] split_update  items_processed=28416
[Training] split_update  items_processed=28672
[Training] split_update  items_processed=28928
[Training] split_update  items_processed=29184
[Training] split_update  items_processed=29440
[Training] split_update  items_processed=29696
[Training] split_update  items_processed=29952
[Training] split_update  items_processed=30208
[Training] split_update  items_processed=30464
[Training] split_update  items_processed=30720
[Training] split_update  items_processed=30976
[Training] split_update  items_processed=31232
[Training] split_update  items_processed=31488
[Training] split_update  items_processed=31744
[Training] split_update  items_processed=32000
[Training] split_update  items_processed=32256
[Training] split_update  items_processed=32512
[Training] split_update  items_processed=32768
[Training] split_update  items_processed=33024
[Training] split_update  items_processed=33280
[Training] split_update  items_processed=33536
[Training] split_update  items_processed=33792
[Training] split_update  items_processed=34048
[Training] split_update  items_processed=34304
[Training] split_update  items_processed=34560
[Training] split_update  items_processed=34816
[Training] split_update  items_processed=35072
[Training] split_update  items_processed=35328
[Training] split_update  items_processed=35584
[Training] split_update  items_processed=35840
[Training] split_update  items_processed=36096
[Training] split_update  items_processed=36352
[Training] split_update  items_processed=36608
[Training] split_update  items_processed=36864
[Training] split_update  items_processed=37120
[Training] split_update  items_processed=37376
[Training] split_update  items_processed=37632
[Training] split_update  items_processed=37888
[Training] split_update  items_processed=38144
[Training] split_update  items_processed=38400
[Training] split_update  items_processed=38656
[Training] split_update  items_processed=38912
[Training] split_update  items_processed=39168
[Training] split_update  items_processed=39424
[Training] split_update  items_processed=39680
[Training] split_update  items_processed=39936
[Training] split_update  items_processed=40192
[Training] split_update  items_processed=40448
[Training] split_update  items_processed=40704
[Training] split_update  items_processed=40960
[Training] split_update  items_processed=41216
[Training] split_update  items_processed=41472
[Training] split_update  items_processed=41728
[Training] split_update  items_processed=41984
[Training] split_update  items_processed=42240
[Training] split_update  items_processed=42496
[Training] split_update  items_processed=42752
[Training] split_update  items_processed=43008
[Training] split_update  items_processed=43264
[Training] split_update  items_processed=43520
[Training] split_update  items_processed=43776
[Training] split_update  items_processed=44032
[Training] split_update  items_processed=44288
[Training] split_update  items_processed=44544
[Training] split_update  items_processed=44800
[Training] split_update  items_processed=45056
[Training] split_update  items_processed=45312
[Training] split_update  items_processed=45568
[Training] split_update  items_processed=45824
[Training] split_update  items_processed=46080
[Training] split_update  items_processed=46336
[Training] split_update  items_processed=46592
[Training] split_update  items_processed=46848
[Training] split_update  items_processed=47104
[Training] split_update  items_processed=47360
[Training] split_update  items_processed=47616
[Training] split_update  items_processed=47872
[Training] split_update  items_processed=48128
[Training] split_update  items_processed=48384
[Training] split_update  items_processed=48640
[Training] split_update  items_processed=48896
[Training] split_update  items_processed=49152
[Training] split_update  items_processed=49408
[Training] split_update  items_processed=49664
[Training] split_update  items_processed=49920
[Training] split_update  items_processed=50176
[Training] split_update  items_processed=50432
[Training] split_update  items_processed=50688
[Training] split_update  items_processed=50944
[Training] split_update  items_processed=51200
[Training] split_update  items_processed=51456
[Training] split_update  items_processed=51712
[Training] split_update  items_processed=51968
[Training] split_update  items_processed=52224
[Training] split_update  items_processed=52480
[Training] split_update  items_processed=52736
[Training] split_update  items_processed=52992
[Training] split_update  items_processed=53248
[Training] split_update  items_processed=53504
[Training] split_update  items_processed=53760
[Training] split_update  items_processed=54016
[Training] split_update  items_processed=54272
[Training] split_update  items_processed=54528
[Training] split_update  items_processed=54784
[Training] split_update  items_processed=55040
[Training] split_update  items_processed=55296
[Training] split_update  items_processed=55552
[Training] split_update  items_processed=55808
[Training] split_update  items_processed=56064
[Training] split_update  items_processed=56320
[Training] split_update  items_processed=56576
[Training] split_update  items_processed=56832
[Training] split_update  items_processed=57088
[Training] split_update  items_processed=57344
[Training] split_update  items_processed=57600
[Training] split_update  items_processed=57856
[Training] split_update  items_processed=58112
[Training] split_update  items_processed=58368
[Training] split_update  items_processed=58624
[Training] split_update  items_processed=58880
[Training] split_update  items_processed=59136
[Training] split_update  items_processed=59392
[Training] split_update  items_processed=59648
[Training] split_update  items_processed=59904
[Training] split_update  items_processed=60160
[Training] split_update  items_processed=60416
[Training] split_update  items_processed=60672
[Training] split_update  items_processed=60928
[Training] split_update  items_processed=61184
[Training] split_update  items_processed=61440
[Training] split_update  items_processed=61696
[Training] split_update  items_processed=61952
[Training] split_update  items_processed=62208
[Training] split_update  items_processed=62464
[Training] split_update  items_processed=62720
[Training] split_update  items_processed=62976
[Training] split_update  items_processed=63232
[Training] split_update  items_processed=63488
[Training] split_update  items_processed=63744
[Training] split_update  items_processed=64000
[Training] split_update  items_processed=64256
[Training] split_update  items_processed=64512
[Training] split_update  items_processed=64768
[Training] split_update  items_processed=65024
[Training] split_update  items_processed=65280
[Training] split_update  items_processed=65536
[Training] split_update  items_processed=65792
[Training] split_update  items_processed=66048
[Training] split_update  items_processed=66304
[Training] split_update  items_processed=66560
[Training] split_update  items_processed=66816
[Training] split_update  items_processed=67072
[Training] split_update  items_processed=67328
[Training] split_update  items_processed=67584
[Training] split_update  items_processed=67840
[Training] split_update  items_processed=68096
[Training] split_update  items_processed=68352
[Training] split_update  items_processed=68608
[Training] split_update  items_processed=68864
[Training] split_update  items_processed=69120
[Training] split_update  items_processed=69376
[Training] split_update  items_processed=69632
[Training] split_update  items_processed=69888
[Training] split_update  items_processed=70144
[Training] split_update  items_processed=70400
[Training] split_update  items_processed=70656
[Training] split_update  items_processed=70912
[Training] split_update  items_processed=71168
[Training] split_update  items_processed=71424
[Training] split_update  items_processed=71680
[Training] split_update  items_processed=71936
[Training] split_update  items_processed=72192
[Training] split_update  items_processed=72448
[Training] split_update  items_processed=72704
[Training] split_update  items_processed=72960
[Training] split_update  items_processed=73216
[Training] split_update  items_processed=73472
[Training] split_update  items_processed=73728
[Training] split_update  items_processed=73984
[Training] split_update  items_processed=74240
[Training] split_update  items_processed=74496
[Training] split_update  items_processed=74752
[Training] split_update  items_processed=75008
[Training] split_update  items_processed=75264
[Training] split_update  items_processed=75520
[Training] split_update  items_processed=75776
[Training] split_update  items_processed=76032
[Training] split_update  items_processed=76288
[Training] split_update  items_processed=76544
[Training] split_update  items_processed=76800
[Training] split_update  items_processed=77056
[Training] split_update  items_processed=77312
[Training] split_update  items_processed=77568
[Training] split_update  items_processed=77824
[Training] split_update  items_processed=78080
[Training] split_update  items_processed=78336
[Training] split_update  items_processed=78592
[Training] split_update  items_processed=78848
[Training] split_update  items_processed=79104
[Training] split_update  items_processed=79360
[Training] split_update  items_processed=79616
[Training] split_update  items_processed=79872
[Training] split_update  items_processed=80128
[Training] split_update  items_processed=80384
[Training] split_update  items_processed=80640
[Training] split_update  items_processed=80896
[Training] split_update  items_processed=81152
[Training] split_update  items_processed=81408
[Training] split_update  items_processed=81664
[Training] split_update  items_processed=81920
[Training] split_update  items_processed=82176
[Training] split_update  items_processed=82432
[Training] split_update  items_processed=82688
[Training] split_update  items_processed=82944
[Training] split_update  items_processed=83200
[Training] split_update  items_processed=83456
[Training] split_update  items_processed=83712
[Training] split_update  items_processed=83968
[Training] split_update  items_processed=84224
[Training] split_update  items_processed=84480
[Training] split_update  items_processed=84736
[Training] split_update  items_processed=84992
[Training] split_update  items_processed=85248
[Training] split_update  items_processed=85504
[Training] split_update  items_processed=85760
[Training] split_update  items_processed=86016
[Training] split_update  items_processed=86272
[Training] split_update  items_processed=86528
[Training] split_update  items_processed=86784
[Training] split_update  items_processed=87040
[Training] split_update  items_processed=87296
[Training] split_update  items_processed=87552
[Training] split_update  items_processed=87808
[Training] split_update  items_processed=88064
[Training] split_update  items_processed=88320
[Training] split_update  items_processed=88576
[Training] split_update  items_processed=88832
[Training] split_update  items_processed=89088
[Training] split_update  items_processed=89344
[Training] split_update  items_processed=89600
[Training] split_update  items_processed=89856
[Training] split_update  items_processed=90112
[Training] split_update  items_processed=90368
[Training] split_update  items_processed=90624
[Training] split_update  items_processed=90880
[Training] split_update  items_processed=91136
[Training] split_update  items_processed=91392
[Training] split_update  items_processed=91648
[Training] split_update  items_processed=91904
[Training] split_update  items_processed=92160
[Training] split_update  items_processed=92416
[Training] split_update  items_processed=92672
[Training] split_update  items_processed=92928
[Training] split_update  items_processed=93184
[Training] split_update  items_processed=93440
[Training] split_update  items_processed=93696
[Training] split_update  items_processed=93952
[Training] split_update  items_processed=94208
[Training] split_update  items_processed=94464
[Training] split_update  items_processed=94720
[Training] split_update  items_processed=94976
[Training] split_update  items_processed=95232
[Training] split_update  items_processed=95488
[Training] split_update  items_processed=95744
[Training] split_update  items_processed=96000
[Training] split_update  items_processed=96256
[Training] split_update  items_processed=96512
[Training] split_update  items_processed=96768
[Training] split_update  items_processed=97024
[Training] split_update  items_processed=97280
[Training] split_update  items_processed=97536
[Training] split_update  items_processed=97792
[Training] split_update  items_processed=98048
[Training] split_update  items_processed=98304
[Training] split_update  items_processed=98560
[Training] split_update  items_processed=98816
[Training] split_update  items_processed=99072
[Training] split_update  items_processed=99328
[Training] split_update  items_processed=99584
[Training] split_update  items_processed=99840
[Training] split_update  items_processed=100096
[Training] split_update  items_processed=100352
[Training] split_update  items_processed=100608
[Training] split_update  items_processed=100864
[Training] split_update  items_processed=101120
[Training] split_update  items_processed=101376
[Training] split_update  items_processed=101632
[Training] split_update  items_processed=101888
[Training] split_update  items_processed=102144
[Training] split_update  items_processed=102400
[Training] split_update  items_processed=102656
[Training] split_update  items_processed=102912
[Training] split_update  items_processed=103168
[Training] split_update  items_processed=103424
[Training] split_update  items_processed=103680
[Training] split_update  items_processed=103936
[Training] split_update  items_processed=104192
[Training] split_update  items_processed=104448
[Training] split_update  items_processed=104704
[Training] split_update  items_processed=104960
[Training] split_update  items_processed=105216
[Training] split_update  items_processed=105472
[Training] split_update  items_processed=105728
[Training] split_update  items_processed=105984
[Training] split_update  items_processed=106240
[Training] split_update  items_processed=106496
[Training] split_update  items_processed=106752
[Training] split_update  items_processed=107008
[Training] split_update  items_processed=107264
[Training] split_update  items_processed=107520
[Training] split_update  items_processed=107776
[Training] split_update  items_processed=108032
[Training] split_update  items_processed=108288
[Training] split_update  items_processed=108544
[Training] split_update  items_processed=108800
[Training] split_update  items_processed=109056
[Training] split_update  items_processed=109312
[Training] split_update  items_processed=109568
[Training] split_update  items_processed=109824
[Training] split_update  items_processed=110080
[Training] split_update  items_processed=110336
[Training] split_update  items_processed=110592
[Training] split_update  items_processed=110848
[Training] split_update  items_processed=111104
[Training] split_update  items_processed=111360
[Training] split_update  items_processed=111616
[Training] split_update  items_processed=111872
[Training] split_update  items_processed=112128
[Training] split_update  items_processed=112384
[Training] split_update  items_processed=112640
[Training] split_update  items_processed=112896
[Training] split_update  items_processed=113152
[Training] split_update  items_processed=113408
[Training] split_update  items_processed=113664
[Training] split_update  items_processed=113920
[Training] split_update  items_processed=114176
[Training] split_update  items_processed=114432
[Training] split_update  items_processed=114688
[Training] split_update  items_processed=114944
[Training] split_update  items_processed=115200
[Training] split_update  items_processed=115456
[Training] split_update  items_processed=115712
[Training] split_update  items_processed=115968
[Training] split_update  items_processed=116224
[Training] split_update  items_processed=116480
[Training] split_update  items_processed=116736
[Training] split_update  items_processed=116992
[Training] split_update  items_processed=117248
[Training] split_update  items_processed=117504
[Training] split_update  items_processed=117760
[Training] split_update  items_processed=118016
[Training] split_update  items_processed=118272
[Training] split_update  items_processed=118528
[Training] split_update  items_processed=118784
[Training] split_update  items_processed=119040
[Training] split_update  items_processed=119296
[Training] split_update  items_processed=119552
[Training] split_update  items_processed=119808
[Training] split_update  items_processed=120064
[Training] split_update  items_processed=120320
[Training] split_update  items_processed=120576
[Training] split_update  items_processed=120832
[Training] split_update  items_processed=121088
[Training] split_update  items_processed=121344
[Training] split_update  items_processed=121600
[Training] split_update  items_processed=121856
[Training] split_update  items_processed=122112
[Training] split_update  items_processed=122368
[Training] split_update  items_processed=122624
[Training] split_update  items_processed=122880
[Training] split_update  items_processed=123136
[Training] split_update  items_processed=123392
[Training] split_update  items_processed=123648
[Training] split_update  items_processed=123904
[Training] split_update  items_processed=124160
[Training] split_update  items_processed=124416
[Training] split_update  items_processed=124672
[Training] split_update  items_processed=124928
[Training] split_update  items_processed=125184
[Training] split_update  items_processed=125440
[Training] split_update  items_processed=125696
[Training] split_update  items_processed=125952
[Training] split_update  items_processed=126208
[Training] split_update  items_processed=126464
[Training] split_update  items_processed=126720
[Training] split_update  items_processed=126976
[Training] split_update  items_processed=127232
[Training] split_update  items_processed=127488
[Training] split_update  items_processed=127744
[Training] split_update  items_processed=128000
[Training] split_update  items_processed=128256
[Training] split_update  items_processed=128512
[Training] split_update  items_processed=128768
[Training] split_update  items_processed=129024
[Training] split_update  items_processed=129280
[Training] split_update  items_processed=129536
[Training] split_update  items_processed=129792
[Training] split_update  items_processed=130048
[Training] split_update  items_processed=130304
[Training] split_update  items_processed=130560
[Training] split_update  items_processed=130816
[Training] split_update  items_processed=131072
[Training] split_update  items_processed=131328
[Training] split_update  items_processed=131584
[Training] split_update  items_processed=131840
[Training] split_update  items_processed=132096
[Training] split_update  items_processed=132352
[Training] split_update  items_processed=132608
[Training] split_update  items_processed=132864
[Training] split_update  items_processed=133120
[Training] split_update  items_processed=133376
[Training] split_update  items_processed=133632
[Training] split_update  items_processed=133888
[Training] split_update  items_processed=134144
[Training] split_update  items_processed=134400
[Training] split_update  items_processed=134656
[Training] split_update  items_processed=134912
[Training] split_update  items_processed=135168
[Training] split_update  items_processed=135424
[Training] split_update  items_processed=135680
[Training] split_update  items_processed=135936
[Training] split_update  items_processed=136192
[Training] split_update  items_processed=136448
[Training] split_update  items_processed=136704
[Training] split_update  items_processed=136960
[Training] split_update  items_processed=137216
[Training] split_update  items_processed=137472
[Training] split_update  items_processed=137728
[Training] split_update  items_processed=137984
[Training] split_update  items_processed=138240
[Training] split_update  items_processed=138496
[Training] split_update  items_processed=138752
[Training] split_update  items_processed=139008
[Training] split_update  items_processed=139264
[Training] split_update  items_processed=139520
